filename,zcr,rms,temporal_centroid,duration,spec_centroid,spec_bandwidth,rolloff,flatness,dom_freq,spec_energy,spec_entropy,crest_factor,skewness,kurtosis,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,fft_coeff_1,fft_coeff_2,fft_coeff_3,fft_coeff_4,fft_coeff_5,fft_coeff_6,fft_coeff_7,fft_coeff_8,fft_coeff_9,fft_coeff_10,label
sam100_imp1.wav,0.06689453125,0.0590749,0.0026159857581847384,0.02,4788.203355312657,2130.3957874975863,6589.16015625,0.111704044,0.0,1658.5033,7.0587807,13.866317,0.5226159691810608,14.214548,-105.01004,-22.239067,-16.414574,54.1735,-13.71316,35.16674,-7.3762517,29.287552,-0.48239142,-8.768272,-0.13932255,6.08643,14.170681,0.32504576,0.48080516,0.379489,0.42671257,0.31363767,0.33493182,0.89896005,1.0,0.48595762,0.14426167,0.18402457,0.29963604,6.11746,6.6367326,6.643324,6.6807594,7.0859547,7.6269,8.244776,8.523288,8.8521185,12.848799,1
sam100_imp2.wav,0.06494140625,0.058965474,0.002794496010385986,0.02,4832.429519921622,2145.1575063146092,6546.09375,0.09333535,0.0,1656.9161,7.0116653,11.952286,0.1494995653629303,11.523178,-115.11628,-26.01341,-14.133669,54.21112,-13.69173,36.692917,-1.0391986,34.338966,-3.2381792,-15.403141,5.452375,8.2877655,21.056784,0.24358226,0.3607181,0.2290069,0.28077674,0.33973154,0.43535116,1.0,0.80328786,0.32513246,0.097532704,0.12013128,0.14787404,6.2602205,6.2787943,6.644584,7.9347706,8.144049,8.75053,9.057513,9.125139,9.207748,13.175091,1
sam100_imp3.wav,0.05810546875,0.056609254,0.004081714756161934,0.02,4798.113720534306,2409.6654790918383,6847.55859375,0.13892856,0.0,1597.4054,7.125407,12.575339,-0.2212691605091095,9.809482,-101.268036,-19.090038,-18.973652,31.415178,-5.387066,31.711374,-0.27474356,48.520355,-1.7496295,-7.1860104,4.8336034,5.986656,7.638192,0.2174474,0.57107365,0.39037746,0.26284793,0.36848447,0.41470483,0.7524655,1.0,0.45653853,0.1752984,0.11188226,0.10291139,5.6735682,6.191612,6.593496,6.6259284,7.145803,7.3168325,7.537669,8.643295,8.90309,17.335283,1
sam100_imp4.wav,0.048828125,0.06276535,0.008165345986645336,0.02,4740.918599054061,2225.9223524400827,6535.3271484375,0.1316485,0.0,1887.3855,7.093693,11.347489,0.21160298585891724,10.043052,-109.45289,-32.549904,-25.59031,48.73366,-6.192504,36.93902,8.707633,39.9234,0.78076357,-13.023382,12.131313,6.809269,21.021164,0.12934594,0.25522476,0.3024411,0.33504245,0.35335413,0.44525802,0.48222542,1.0,0.6415184,0.23444241,0.10542192,0.12967539,6.269021,6.344763,6.955792,7.7306147,8.402546,8.498344,8.775082,9.878682,10.053428,14.722532,1
sam100_imp5.wav,0.0498046875,0.06866112,0.009143578961364045,0.02,4630.346434894249,2266.924951715972,6556.8603515625,0.13113163,0.0,2257.5574,7.0815516,13.604776,0.327091783285141,10.861141,-98.51132,-29.455885,-26.225513,47.199238,-6.453862,30.047592,8.707109,42.08803,1.2050786,-8.090811,13.228575,4.988575,14.579833,0.17760837,0.51298434,0.4341272,0.22324236,0.39147288,0.62381357,0.63338,1.0,0.5206885,0.17725952,0.10081787,0.09102202,7.4757085,7.4872456,8.049255,8.345191,8.508273,8.577447,8.704932,8.958811,9.089648,16.039516,1
sam100_imp6.wav,0.04345703125,0.056634273,0.012025113719104915,0.02,4535.087447938604,2339.769611090609,6610.693359375,0.12396745,0.0,1613.0317,7.0690613,14.836127,-0.39436545968055725,14.169128,-118.09509,-11.653671,-11.600567,57.558247,-9.163563,31.403423,-5.861534,44.330322,3.8166902,-7.0912786,-2.8092933,8.048346,24.694977,0.33636782,0.31416383,0.401448,0.4015582,0.31118965,0.6275708,1.0,0.9537646,0.51527363,0.22340049,0.20608906,0.30522594,5.4491982,5.49977,5.5475383,5.578974,5.816242,6.7399964,7.074576,7.254035,12.838304,18.14416,1
sam101_imp1.wav,0.044921875,0.05583243,0.0073829778402357115,0.02,4130.716381621386,2186.8102108266894,6341.5283203125,0.12299262,3850.0,1461.4348,7.0860386,13.326951,0.25547441840171814,12.148461,-104.26547,-13.002646,-20.115097,73.48927,1.6057141,21.520802,-2.2981946,17.268484,9.932296,-9.9465885,-6.840748,14.051458,13.684924,0.704681,0.63774353,0.6417273,0.28366292,0.27336702,0.25359145,0.16016121,0.21691263,0.26915902,0.1415771,0.303043,1.0,5.633192,5.746688,6.372661,6.888462,7.0299773,7.1041284,7.8025804,9.450199,10.3663225,10.547225,1
sam101_imp2.wav,0.0458984375,0.050582826,0.009585819484375327,0.02,4275.025995268627,2114.957217821825,6524.560546875,0.15806292,3900.0,1169.934,7.189617,18.608889,0.273369699716568,25.047335,-117.32872,-27.749306,-31.875761,71.523285,1.3138149,19.173948,-2.8819528,23.563908,11.872814,-0.04268551,-8.385266,5.79143,6.6749544,1.0,0.8112201,0.74936306,0.5681171,0.4965145,0.35113043,0.24138066,0.41054335,0.55714625,0.3707104,0.28745556,0.7899636,4.926108,4.954084,5.0631433,5.1212153,5.3854237,5.834001,6.350665,6.4092207,6.495187,7.1697497,1
sam101_imp3.wav,0.0283203125,0.06450982,0.009514730013081391,0.02,4053.057675971276,2285.742248354119,6395.361328125,0.12169434,0.0,2135.3057,7.0602126,11.756514,0.23199957609176636,9.197685,-87.30624,-4.3604913,-28.338215,56.61351,-10.08164,20.947947,2.1914015,35.48628,27.660288,0.7351098,-5.515375,5.724636,7.3032923,0.7081868,0.99517125,1.0,0.53809625,0.43664342,0.31120518,0.26248705,0.47746637,0.4122347,0.20983869,0.3395238,0.9590533,6.0609007,6.097665,6.15627,6.516562,6.9685745,7.019199,8.090341,8.856098,12.404896,22.62881,1
sam101_imp4.wav,0.0380859375,0.0612912,0.005210192258752629,0.02,4169.18316525676,2211.9211742463494,6459.9609375,0.12182388,0.0,1819.1001,7.107214,13.0274105,0.21795646846294403,11.251808,-91.07186,-21.203844,-37.192635,53.857147,-8.95477,20.819317,10.304014,39.341415,24.053905,-0.944497,-4.7842917,8.32011,4.1670747,0.55947995,0.8312917,1.0,0.4520332,0.46848592,0.3249268,0.21018095,0.3868593,0.42912865,0.20561437,0.2626433,0.87579376,6.3702445,6.405102,6.895699,7.1044073,7.129031,7.439734,7.6974764,8.289547,9.747766,15.663633,1
sam101_imp5.wav,0.044921875,0.051953774,0.007065964121211423,0.02,4226.355051139679,2229.5414281401227,6556.8603515625,0.13757402,0.0,1254.1833,7.1230226,14.503878,1.3897720575332642,13.734673,-100.027855,-5.9189973,-26.432035,60.626865,-5.787016,17.28083,-5.2257414,21.79132,17.240871,-0.5465658,-14.955794,4.8534985,8.819672,0.5935993,0.9629323,1.0,0.45534003,0.3011303,0.16225748,0.15192363,0.35735932,0.47363132,0.32058156,0.44514233,0.9361901,5.6732225,5.878719,5.987395,6.0172787,6.0651307,6.254694,6.498409,7.142645,7.9502788,8.398849,1
sam101_imp6.wav,0.03076171875,0.058161356,0.010106195546095504,0.02,4116.528887890063,2307.1995764689777,6567.626953125,0.1601631,0.0,1618.357,7.1596074,13.43851,0.296845942735672,11.2248745,-89.5126,-6.833611,-32.943527,47.2259,-5.0706825,20.485916,6.075115,30.033161,11.26395,2.4548342,-8.011685,17.990503,3.0297365,0.65892977,0.7973344,1.0,0.33355698,0.3822967,0.31224322,0.18848364,0.30083132,0.33831748,0.23080775,0.2486669,0.91854256,6.0889716,6.1263885,6.414443,6.694797,7.650651,7.7822742,8.496495,8.806148,10.795236,13.47331,1
sam102_imp1.wav,0.04931640625,0.05781986,0.005751266161053879,0.02,4788.877173695091,2269.4787852886834,6729.1259765625,0.12209988,0.0,1652.1018,7.072316,10.48216,-0.24710220098495483,9.29339,-110.53145,-25.455526,-14.708731,48.7811,-13.233114,28.459248,-2.3036973,36.543877,-6.297213,-8.882637,7.4169693,14.260438,15.365769,0.26754078,0.44053617,0.30104822,0.3188377,0.44173914,0.38932896,0.77729404,1.0,0.66210485,0.18889663,0.15334894,0.21681179,6.8058987,6.8264947,6.99006,7.075007,7.435333,7.70244,8.012777,8.187396,8.957896,16.875767,1
sam102_imp2.wav,0.0634765625,0.05380226,0.01194629784360688,0.02,4745.123087422717,2165.6627812021648,6653.759765625,0.13722996,6000.0,1317.3245,7.1927547,13.655895,0.2258272022008896,10.892595,-119.09941,-30.326866,-33.559105,40.94792,-16.037994,22.959854,-6.9391603,32.61242,2.8644779,-6.5687027,-7.8768044,2.579986,22.386114,0.3631428,0.34171742,0.46313968,0.3894853,0.2448652,0.3484292,1.0,0.79258394,0.6142152,0.33854175,0.35229385,0.30804068,5.1429186,5.3374333,5.3861856,5.5212054,5.97927,6.0077643,6.4507623,7.593603,8.011491,9.508407,1
sam102_imp3.wav,0.05078125,0.04245017,0.011615327571882711,0.02,4564.756668214265,2335.0408183919712,6826.025390625,0.1662857,0.0,852.13257,7.1741467,14.279059,0.03433874994516373,10.291283,-139.45996,-26.84568,-25.252047,50.677612,0.3918984,23.574045,-2.4986215,30.453264,-6.4947224,-5.258672,10.398983,13.109074,10.478028,0.5170578,1.0,0.5527293,0.55630744,0.71801656,0.6897615,0.96268374,0.82073766,0.4510337,0.2514978,0.19180112,0.21975723,4.0375743,4.188529,4.4073725,4.4629903,4.517805,4.7287602,5.994015,6.2819133,6.5775547,8.760389,1
sam102_imp4.wav,0.0537109375,0.054262232,0.005907851565293803,0.02,4736.725868476374,2235.7543804544625,6546.09375,0.11129077,0.0,1434.0361,7.0646706,11.747084,0.3112248182296753,10.013319,-121.03105,-28.835125,-17.904205,53.552982,-7.6082783,35.587917,7.8295317,35.019558,-1.9149547,-17.12947,13.026678,0.8462752,13.2961235,0.27326253,0.60139084,0.30373928,0.3542742,0.6237723,0.47345856,0.6477515,1.0,0.4034659,0.10312614,0.07712422,0.17356935,5.8474836,5.9547257,6.034514,6.541108,6.546052,6.562313,7.1664276,7.2344794,7.608978,14.449711,1
sam102_imp5.wav,0.0380859375,0.06335828,0.006609377863165784,0.02,4650.925296921556,2352.7831136230784,6642.9931640625,0.1097155,0.0,2047.0968,7.0411563,11.236618,-0.2656518816947937,8.8890505,-102.10971,-24.91047,-17.22768,51.002197,-2.2225292,26.557484,0.87354416,41.362663,-1.8076257,-9.845827,7.729085,-3.4363165,15.627237,0.15640388,0.38633695,0.39388877,0.23812795,0.2801645,0.5204697,0.5326219,1.0,0.7507447,0.19095165,0.121732615,0.06980793,6.5604215,6.839751,7.361414,7.696592,7.8724337,7.9587765,7.99699,8.46849,8.489132,21.647936,1
sam102_imp6.wav,0.0244140625,0.06614746,0.008306434748675614,0.02,4289.190289111002,2410.9370638842834,6513.7939453125,0.07560338,0.0,2439.7554,6.875308,11.954634,-0.17129558324813843,10.699397,-103.43904,-6.2985973,-18.206472,58.70965,0.10911158,27.33374,-1.3405766,40.03885,-2.1517305,-2.6194837,11.267938,0.16971949,20.357092,0.20375307,0.45891187,0.30424613,0.20284086,0.40901476,0.4735572,0.73373824,1.0,0.51756525,0.16331455,0.11852457,0.09724936,6.3547297,6.3793,6.4912367,6.497459,6.740235,6.9611316,7.662727,7.8386755,13.042322,30.458353,1
sam103_imp1.wav,0.04541015625,0.04910436,0.006240881791747403,0.02,4359.242461433386,2387.3666022337816,6546.09375,0.12683448,0.0,1249.6165,7.074064,12.969587,0.728693962097168,10.769648,-109.58347,-8.982901,-20.569,52.403923,-0.75035644,29.678276,-2.3697152,34.061104,5.898366,-7.3596487,7.175967,2.651949,15.286619,0.43564045,0.89618266,0.49865153,0.4747171,0.5144644,0.40601408,0.94172364,1.0,0.40150297,0.21134478,0.16804473,0.20775479,5.465062,5.471175,5.725294,5.7324867,5.733267,5.7563744,6.1193895,7.138503,7.361183,17.92987,1
sam103_imp2.wav,0.03271484375,0.05276566,0.008629311017801938,0.02,4381.931736080892,2402.241012180387,6481.494140625,0.11420952,0.0,1503.9147,7.012973,10.704167,0.02744881995022297,9.445804,-113.929405,-0.9649364,-2.9512556,57.577633,-10.846491,28.283985,-1.6402473,32.50695,-1.8835284,-12.147642,20.46575,11.306503,9.325626,0.25610846,0.5281901,0.39597982,0.4429229,0.5513327,0.67720324,1.0,0.80016303,0.36693797,0.13532628,0.1459167,0.18701035,5.080212,5.086746,5.1513176,5.395115,5.462517,5.7466946,5.852475,6.7753897,10.528076,22.208488,1
sam103_imp3.wav,0.02294921875,0.07555831,0.014012882863383066,0.02,4091.4590467885364,2560.556624472318,6556.8603515625,0.064202,0.0,3212.2446,6.780039,8.826468,-0.9820273518562317,2.7799835,-124.697136,-7.8131323,-0.65801126,75.07411,14.057978,31.73566,-4.047531,40.85798,2.2970614,3.0579863,-2.0756083,4.2611856,11.415947,0.41270128,0.7828273,0.6808049,0.3626682,0.6029684,0.6641424,0.610871,1.0,0.5940727,0.26238155,0.23656568,0.24816802,6.029452,6.190641,6.2827916,6.298191,6.3609266,6.6175184,6.7515674,7.954964,26.869623,35.612713,1
sam103_imp4.wav,0.044921875,0.058112465,0.010758187303460977,0.02,4444.495033982639,2329.8724413501627,6675.29296875,0.13814145,0.0,1720.762,7.09735,10.974825,-0.4710439443588257,8.09377,-116.604706,-29.320553,-26.6499,55.980316,6.0249066,38.314545,7.320673,39.631325,-3.0241342,-9.0851965,8.963366,13.8879595,11.109653,0.6270696,0.97535515,0.5381671,0.4880743,0.9269725,0.8735444,0.8020647,1.0,0.4486996,0.21082082,0.18437344,0.2917338,5.5076985,5.8170433,5.979003,6.468302,6.4915977,6.55236,6.6797853,7.111234,10.952537,19.785778,1
sam103_imp5.wav,0.0224609375,0.058941673,0.00872235727496158,0.02,4474.04088308238,2462.6430212258033,6696.826171875,0.10965569,0.0,1972.3721,7.016365,12.019819,-0.26595136523246765,12.006839,-119.63186,-19.588947,-2.9078662,64.67018,0.33192173,42.83438,10.222864,44.865402,0.3361025,-11.070013,1.1222433,12.339346,7.512268,0.5389265,0.6790074,0.5889682,0.51506877,0.6327462,0.59782666,0.96415967,1.0,0.54741836,0.32371128,0.29035166,0.40535322,5.0126095,5.0538907,5.080625,5.199167,5.5378804,6.015945,6.0173354,6.618279,13.246364,28.408295,1
sam104_imp1.wav,0.0400390625,0.067752704,0.006964288414501397,0.02,3826.3383990554958,2276.7538002948245,6298.4619140625,0.067623116,0.0,2268.2888,6.805224,9.450686,-0.12947040796279907,5.036668,-98.9484,5.0068254,-39.246853,46.39129,1.4381876,21.303997,-13.123648,50.124695,13.601137,-19.152992,2.1110716,3.9978902,1.9295515,0.11822016,0.30280176,1.0,0.49621272,0.18115562,0.14365436,0.08676181,0.1315898,0.076315366,0.03401085,0.034481287,0.060488403,6.6344566,6.780777,7.224613,7.298567,8.078711,10.0069475,13.753076,17.249193,17.927698,19.765032,1
sam104_imp2.wav,0.00341796875,0.11630456,0.013019994877546558,0.02,543.9224020880721,1461.3082151904148,366.064453125,0.00032724577,150.0,6134.0674,4.1093483,5.5870976,-1.1778074502944946,0.8074043,-256.56155,145.45451,47.58333,57.220528,37.292202,21.20999,14.22673,10.435112,6.2266693,0.98824126,0.31135812,-0.5697431,0.7504595,0.8377299,0.946682,1.0,0.9862077,0.8834067,0.656569,0.41118705,0.28912374,0.3544751,0.5002683,0.67007875,0.73934376,2.3340688,2.661258,5.523723,7.156248,8.438545,12.188333,19.097763,30.684847,31.814547,59.02749,1
